Late,by auther,by term,KnownQoute,Version Id,Loaded,Book Title,Author,Date,Length,Edition / Editor,Tags,Status,url
,Yes,,,Shamela0022526,yes,0412Sulami.ArbacunaFiTasawwuf,Sulami,412,3456,مطبعة مجلس دائرة المعارف العثمانية بيحيدر آباد الدكن - الهند,CENT0500 :: AJZA :: HADITH :: GAL@nodata :: Shamela@الأجزاء الحديثية :: born@KhurasanRE :: born@NAYSABUR587E361NS,pri,https://raw.githubusercontent.com/OpenITI/0425AH/master/data/0412Sulami/0412Sulami.ArbacunaFiTasawwuf/0412Sulami.ArbacunaFiTasawwuf.Shamela0022526-ara1
,Yes,,,Shamela0013075,yes,0281IbnAbiDunya.Ciyal,"Ibn Abi Dunya :: Ibn Abī al-Dunyā :: al-Ḥāfiẓ Abū Bakr ʿAbd Allāh b. Muḥammad b. ʿUbayd b. Sufyān b. Qays al-Baġdādī, al-Umawī, al-Qurašī",281,32573,د نجم عبد الرحمن خلف :: دار ابن القيم - السعودية - الدمام :: http://www.worldcat.org/oclc/1107135200,MARKDOWN :: CENT0300 :: AKHLAQ :: IBNABIDUNYA :: GAL@nodata :: NOMAJORISSUES :: Shamela@كتب ابن أبي الدنيا :: born@IraqRE :: born@BAGHDAD443E333NS,pri,https://raw.githubusercontent.com/OpenITI/0300AH/master/data/0281IbnAbiDunya/0281IbnAbiDunya.Ciyal/0281IbnAbiDunya.Ciyal.Shamela0013075-ara1.mARkdown
,Yes,,,Shamela0010428BK8,yes,0255Jahiz.NafyTashbih,Jahiz :: al-ǧāḥiẓ :: abū ʿUṯmān ʿamrů b. baḥr al-fuqāmī al-baṣrī,255,3598,"عبد السلام محمد هارون :: 1384 ه - 1964 م :: مكتبة الخانجي، القاهرة :: http://www.worldcat.org/oclc/14187964",MARKDOWN :: :: NOMAJORISSUES :: Shamela@الأدب والبلاغة :: born@IraqRE,pri,https://raw.githubusercontent.com/OpenITI/0275AH/master/data/0255Jahiz/0255Jahiz.NafyTashbih/0255Jahiz.NafyTashbih.Shamela0010428BK8-ara1.mARkdown
,Yes,,,JK000045,yes,0281IbnAbiDunya.CumrWaShayb,"Ibn Abi Dunya :: Ibn Abī al-Dunyā :: al-Ḥāfiẓ Abū Bakr ʿAbd Allāh b. Muḥammad b. ʿUbayd b. Sufyān b. Qays al-Baġdādī, al-Umawī, al-Qurašī",281,4370,د. نجم عبد الله خلف :: الرياض :: 1412 :: مكتبة الرشد :: http://www.worldcat.org/oclc/34377952,MARKDOWN :: CENT0300 :: AKHLAQ :: IBNABIDUNYA :: GAL@nodata :: NOMAJORISSUES :: JK@كتب ابن أبي الدنيا :: JK@كتب الأخلاق والسلوك :: JK@مجموعة ابن أبي الدنيا :: born@IraqRE :: born@BAGHDAD443E333NS,pri,https://raw.githubusercontent.com/OpenITI/0300AH/master/data/0281IbnAbiDunya/0281IbnAbiDunya.CumrWaShayb/0281IbnAbiDunya.CumrWaShayb.JK000045-ara1.mARkdown
,Yes,,,Shamela0008266,yes,0281IbnAbiDunya.Cuqubat,"Ibn Abi Dunya :: Ibn Abī al-Dunyā :: al-Ḥāfiẓ Abū Bakr ʿAbd Allāh b. Muḥammad b. ʿUbayd b. Sufyān b. Qays al-Baġdādī, al-Umawī, al-Qurašī",281,26714,"محمد خير رمضان يوسف :: دار ابن حزم، بيروت - لبنان :: http://www.worldcat.org/oclc/949402669",MARKDOWN :: CENT0300 :: IBNABIDUNYA :: GAL@nodata :: NOMAJORERRORS :: Shamela@كتب ابن أبي الدنيا :: born@IraqRE :: born@BAGHDAD443E333NS,pri,https://raw.githubusercontent.com/OpenITI/0300AH/master/data/0281IbnAbiDunya/0281IbnAbiDunya.Cuqubat/0281IbnAbiDunya.Cuqubat.Shamela0008266-ara1.mARkdown
,Yes,,,JK009187,yes,0281IbnAbiDunya.Cuzla,"Ibn Abi Dunya :: Ibn Abī al-Dunyā :: al-Ḥāfiẓ Abū Bakr ʿAbd Allāh b. Muḥammad b. ʿUbayd b. Sufyān b. Qays al-Baġdādī, al-Umawī, al-Qurašī",281,12811,مشهور حسن آل سلمان :: الرياض / السعودية :: 1417 هـ - 1997م :: دار الوطن :: http://www.worldcat.org/oclc/4770620014,MARKDOWN :: CENT0300 :: AKHLAQ :: IBNABIDUNYA :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@prose :: GAL@literature-arabic :: GAL@education-general :: GAL@literature-popular :: RANDOMCHARS :: JK@كتب ابن أبي الدنيا :: JK@كتب الأخلاق والسلوك :: born@IraqRE :: born@BAGHDAD443E333NS,pri,https://raw.githubusercontent.com/OpenITI/0300AH/master/data/0281IbnAbiDunya/0281IbnAbiDunya.Cuzla/0281IbnAbiDunya.Cuzla.JK009187-ara1.mARkdown
,Yes,,,Shamela0000652,yes,0320HakimTirmidhi.CaqlWaHawa,Hakim Tirmidhi,320,3741,,CENT0400 :: ADAB :: ADHKAR :: AKHLAQ :: MISC :: SULUK :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@literature-arabic :: GAL@sufism :: GAL@mysticism :: Shamela@الرقاق والآداب والأذكار - مرقم آليا :: born@MawarannahrRE :: born@TIRMIDH673E372NS,pri,https://raw.githubusercontent.com/OpenITI/0325AH/master/data/0320HakimTirmidhi/0320HakimTirmidhi.CaqlWaHawa/0320HakimTirmidhi.CaqlWaHawa.Shamela0000652-ara1
,Yes,,,Shia002162,yes,0463KhatibBaghdadi.NasihatAhlHadith,"Khatib Baghdadi :: al-Ḫaṭīb al-Baġdādī :: Abū Bakr Aḥmad b. ʿAlī b. Ṯābit b. Aḥmad b. Mahdī al-Šāfiʿī, al-Baġdādī",463,3892,اعتنى بها و خرج أحاديثها وعلق عليها : عبد الكريم أحمد الوريكات :: 1408 - 1988 م,CENT0500 :: HADITH :: SUNNI :: GAL@nodata :: Shia@مصادر الحديث السنية ـ القسم العام :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@BASRA477E304NS :: resided@KUFA443E320NS :: resided@NAYSABUR587E361NS :: resided@DIMASHQ363E335NS :: resided@SUR352E332NS :: visited@RAYY515E356NS :: visited@ISBAHAN516E326NS :: visited@HAMADHAN485E347NS :: visited@DINAWAR474E346NS :: visited@NAHRAWAN445E334NS :: visited@MAKKA398E213NS :: visited@ŠāmRE,pri,https://raw.githubusercontent.com/OpenITI/0475AH/master/data/0463KhatibBaghdadi/0463KhatibBaghdadi.NasihatAhlHadith/0463KhatibBaghdadi.NasihatAhlHadith.Shia002162-ara1
,Yes,,,Shamela0008228,yes,0281IbnAbiDunya.DhammBaghy,"Ibn Abi Dunya :: Ibn Abī al-Dunyā :: al-Ḥāfiẓ Abū Bakr ʿAbd Allāh b. Muḥammad b. ʿUbayd b. Sufyān b. Qays al-Baġdādī, al-Umawī, al-Qurašī",281,3483,"دار الراية للنشر والتوزيع، الرياض - السعودية :: http://www.worldcat.org/oclc/21560710",MARKDOWN :: CENT0300 :: AKHLAQ :: IBNABIDUNYA :: GAL@nodata :: NOMAJORISSUES :: Shamela@كتب ابن أبي الدنيا :: born@IraqRE :: born@BAGHDAD443E333NS,pri,https://raw.githubusercontent.com/OpenITI/0300AH/master/data/0281IbnAbiDunya/0281IbnAbiDunya.DhammBaghy/0281IbnAbiDunya.DhammBaghy.Shamela0008228-ara1.mARkdown
,Yes,,yes,JK001219,yes,0243HarithMuhasibi.RisalatMustarshidin,Harith Muhasibi,243,5000,عبد الفتاح أبو غدة :: حلب - سوريا :: 1391 - 1971 :: مكتب المطبوعات الإسلامية,CENT0300 :: ADAB :: ADHKAR :: AKHLAQ :: MISC :: RAQAIQ :: SULUK :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@literature-arabic :: GAL@sufism :: GAL@mysticism :: JK@كتب أخرى :: JK@كتب الأخلاق والسلوك :: JK@كتب متفرقة في الأخلاق والسلوك :: born@IraqRE :: born@BASRA477E304NS,pri,https://raw.githubusercontent.com/OpenITI/0250AH/master/data/0243HarithMuhasibi/0243HarithMuhasibi.RisalatMustarshidin/0243HarithMuhasibi.RisalatMustarshidin.JK001219-ara1
,Yes,,,Shamela0030025,yes,0463KhatibBaghdadi.ArbacMajalis,"Khatib Baghdadi :: al-Ḫaṭīb al-Baġdādī :: Abū Bakr Aḥmad b. ʿAlī b. Ṯābit b. Aḥmad b. Mahdī al-Šāfiʿī, al-Baġdādī",463,4127,مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,CENT0500 :: HADITH :: MAKHTUTAT :: GAL@nodata :: Shamela@مخطوطات حديثية :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@BASRA477E304NS :: resided@KUFA443E320NS :: resided@NAYSABUR587E361NS :: resided@DIMASHQ363E335NS :: resided@SUR352E332NS :: visited@RAYY515E356NS :: visited@ISBAHAN516E326NS :: visited@HAMADHAN485E347NS :: visited@DINAWAR474E346NS :: visited@NAHRAWAN445E334NS :: visited@MAKKA398E213NS :: visited@ŠāmRE,pri,https://raw.githubusercontent.com/OpenITI/0475AH/master/data/0463KhatibBaghdadi/0463KhatibBaghdadi.ArbacMajalis/0463KhatibBaghdadi.ArbacMajalis.Shamela0030025-ara1
,Yes,,,JK000802,yes,0243HarithMuhasibi.MaiyyatCaql,Harith Muhasibi,243,4328,"حسين القوتلي :: بيروت :: 1398 :: دار الكندي , دار الفكر",CENT0300 :: CAQAID :: MILAL :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@literature-arabic :: GAL@sufism :: GAL@mysticism :: JK@كتب العقائد والملل :: JK@مواضيع عقدية :: JK@مواضيع عقدية محددة :: born@IraqRE :: born@BASRA477E304NS,pri,https://raw.githubusercontent.com/OpenITI/0250AH/master/data/0243HarithMuhasibi/0243HarithMuhasibi.MaiyyatCaql/0243HarithMuhasibi.MaiyyatCaql.JK000802-ara1
,Yes,,,JK011516,yes,0281IbnAbiDunya.DhammGhiba,"Ibn Abi Dunya :: Ibn Abī al-Dunyā :: al-Ḥāfiẓ Abū Bakr ʿAbd Allāh b. Muḥammad b. ʿUbayd b. Sufyān b. Qays al-Baġdādī, al-Umawī, al-Qurašī",281,8013,,CENT0300 :: AKHLAQ :: IBNABIDUNYA :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@prose :: GAL@literature-arabic :: GAL@education-general :: GAL@literature-popular :: JK@كتب ابن أبي الدنيا :: JK@كتب الأخلاق والسلوك :: born@IraqRE :: born@BAGHDAD443E333NS,pri,https://raw.githubusercontent.com/OpenITI/0300AH/master/data/0281IbnAbiDunya/0281IbnAbiDunya.DhammGhiba/0281IbnAbiDunya.DhammGhiba.JK011516-ara1
,Yes,,,Shamela0006786,yes,0412Sulami.CuyubNafs,Sulami,412,4647,مجدي فتحي السيد :: مكتبة الصحابة - طنطا,CENT0500 :: ADAB :: ADHKAR :: AKHLAQ :: HADITH :: RAQAIQ :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@literature-arabic :: GAL@sufism :: GAL@mysticism :: Shamela@الرقاق والآداب والأذكار :: born@KhurasanRE :: born@NAYSABUR587E361NS,pri,https://raw.githubusercontent.com/OpenITI/0425AH/master/data/0412Sulami/0412Sulami.CuyubNafs/0412Sulami.CuyubNafs.Shamela0006786-ara1
,Yes,,,Shamela0027089,yes,0458Bayhaqi.RisalaIlaJuwayni,"Bayhaqi :: al-Bayhaqī :: Abū-Bakr Aḥmad b. al-Ḥusayn b. ʿAlī b. Mūsá al-Bayhaqī, al-Ḫusrawǧirdī",458,4701,أبو عبيد الله فراس بن خليل مشعل :: دار البشائر الإسلامية :: http://www.worldcat.org/oclc/4770489421,COMPLETED :: CENT0500 :: AJZA :: HADITH :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@hadith :: GAL@literature-arabic :: GAL@period-postclassical :: GAL@persia :: PAGINATION :: EDITORIALSECTIONS :: Shamela@الأجزاء الحديثية :: born@KhurasanRE :: resided@NAYSABUR587E361NS :: resided@TUS594E364NS :: visited@ʿIrāqRE :: visited@ʿarabRE,pri,https://raw.githubusercontent.com/OpenITI/0475AH/master/data/0458Bayhaqi/0458Bayhaqi.RisalaIlaJuwayni/0458Bayhaqi.RisalaIlaJuwayni.Shamela0027089-ara1.completed
,,Zuhd,,JK011357,yes,0277AbuHatimRazi.Zuhd,Abu Hatim Razi,277,4723,,CENT0300 :: AJZA :: AKHLAQ :: HADITH :: GAL@nodata :: JK@كتب الأخلاق والسلوك :: JK@مواضيع مسندة في الأخلاق والتزكية :: born@JibalRE,pri,https://raw.githubusercontent.com/OpenITI/0300AH/master/data/0277AbuHatimRazi/0277AbuHatimRazi.Zuhd/0277AbuHatimRazi.Zuhd.JK011357-ara1
,Yes,,,Shamela0008230,yes,0281IbnAbiDunya.DhammMalahi,"Ibn Abi Dunya :: Ibn Abī al-Dunyā :: al-Ḥāfiẓ Abū Bakr ʿAbd Allāh b. Muḥammad b. ʿUbayd b. Sufyān b. Qays al-Baġdādī, al-Umawī, al-Qurašī",281,10141,"عمرو عبد المنعم سليم :: مكتبة ابن تيمية، القاهرة- مصر، مكتبة العلم، جدة - السعودية :: http://www.worldcat.org/oclc/236029639",MARKDOWN :: CENT0300 :: IBNABIDUNYA :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@prose :: GAL@literature-arabic :: GAL@education-general :: GAL@literature-popular :: NOMAJORISSUES :: Shamela@كتب ابن أبي الدنيا :: born@IraqRE :: born@BAGHDAD443E333NS,pri,https://raw.githubusercontent.com/OpenITI/0300AH/master/data/0281IbnAbiDunya/0281IbnAbiDunya.DhammMalahi/0281IbnAbiDunya.DhammMalahi.Shamela0008230-ara1.mARkdown
,Yes,,yes,ShamAY0038174,yes,0281IbnAbiDunya.DhammDunya,"Ibn Abi Dunya :: Ibn Abī al-Dunyā :: al-Ḥāfiẓ Abū Bakr ʿAbd Allāh b. Muḥammad b. ʿUbayd b. Sufyān b. Qays al-Baġdādī, al-Umawī, al-Qurašī",281,36769,"فاضل بن خلف الحمادة الرقي :: الأولى، 1433 ه - 2012 م :: دار أطلس الخضراء - الرياض",:: ShamAY@كتب ابن أبي الدنيا :: born@IraqRE :: born@BAGHDAD443E333NS,pri,https://raw.githubusercontent.com/OpenITI/0300AH/master/data/0281IbnAbiDunya/0281IbnAbiDunya.DhammDunya/0281IbnAbiDunya.DhammDunya.ShamAY0038174-ara1
,Yes,,,JK000635,yes,0281IbnAbiDunya.DhammMuskir,"Ibn Abi Dunya :: Ibn Abī al-Dunyā :: al-Ḥāfiẓ Abū Bakr ʿAbd Allāh b. Muḥammad b. ʿUbayd b. Sufyān b. Qays al-Baġdādī, al-Umawī, al-Qurašī",281,4100,د. نجم عبد الرحمن خلف :: الرياض :: دار الراية :: http://www.worldcat.org/oclc/745191402,MARKDOWN :: CENT0300 :: AKHLAQ :: FIQH :: IBNABIDUNYA :: MASAIL :: USUL :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@prose :: GAL@literature-arabic :: GAL@education-general :: GAL@literature-popular :: NOMAJORISSUES :: JK@كتب ابن أبي الدنيا :: JK@كتب الأخلاق والسلوك :: JK@مسائل فقهية وأصولية :: born@IraqRE :: born@BAGHDAD443E333NS,pri,https://raw.githubusercontent.com/OpenITI/0300AH/master/data/0281IbnAbiDunya/0281IbnAbiDunya.DhammMuskir/0281IbnAbiDunya.DhammMuskir.JK000635-ara1.mARkdown
,Yes,,,ShamAY0038152,yes,0281IbnAbiDunya.DhikrMawt,"Ibn Abi Dunya :: Ibn Abī al-Dunyā :: al-Ḥāfiẓ Abū Bakr ʿAbd Allāh b. Muḥammad b. ʿUbayd b. Sufyān b. Qays al-Baġdādī, al-Umawī, al-Qurašī",281,372,"مشهور بن حسن آل سلمان :: الأولى، 2002 ه :: مكتبة الفرقان - عجمان",:: ShamAY@كتب ابن أبي الدنيا :: born@IraqRE :: born@BAGHDAD443E333NS,pri,https://raw.githubusercontent.com/OpenITI/0300AH/master/data/0281IbnAbiDunya/0281IbnAbiDunya.DhikrMawt/0281IbnAbiDunya.DhikrMawt.ShamAY0038152-ara1
,Yes,,,ShamAY0033704,yes,0465IbnHawazinQushayri.Arbacina,Ibn Hawazin Qushayri,465,5334,"محمد السيد البرسيجي :: الأولى، 1434 ه - 2013 م :: دار الفتح - عمان - الأردن",:: ShamAY@الأجزاء الحديثية :: born@KhurasanRE,pri,https://raw.githubusercontent.com/OpenITI/0475AH/master/data/0465IbnHawazinQushayri/0465IbnHawazinQushayri.Arbacina/0465IbnHawazinQushayri.Arbacina.ShamAY0033704-ara1
,Yes,,,Shamela0026373,yes,0463KhatibBaghdadi.DhikrSalatTasbih,"Khatib Baghdadi :: al-Ḫaṭīb al-Baġdādī :: Abū Bakr Aḥmad b. ʿAlī b. Ṯābit b. Aḥmad b. Mahdī al-Šāfiʿī, al-Baġdādī",463,5403,أبو عبيد الله فراس بن خليل مشعل :: الدار الأثرية,CENT0500 :: AJZA :: HADITH :: GAL@nodata :: Shamela@الأجزاء الحديثية :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@BASRA477E304NS :: resided@KUFA443E320NS :: resided@NAYSABUR587E361NS :: resided@DIMASHQ363E335NS :: resided@SUR352E332NS :: visited@RAYY515E356NS :: visited@ISBAHAN516E326NS :: visited@HAMADHAN485E347NS :: visited@DINAWAR474E346NS :: visited@NAHRAWAN445E334NS :: visited@MAKKA398E213NS :: visited@ŠāmRE,pri,https://raw.githubusercontent.com/OpenITI/0475AH/master/data/0463KhatibBaghdadi/0463KhatibBaghdadi.DhikrSalatTasbih/0463KhatibBaghdadi.DhikrSalatTasbih.Shamela0026373-ara1
,Yes,,,Shamela0010799,yes,0281IbnAbiDunya.FadailRamadan,"Ibn Abi Dunya :: Ibn Abī al-Dunyā :: al-Ḥāfiẓ Abū Bakr ʿAbd Allāh b. Muḥammad b. ʿUbayd b. Sufyān b. Qays al-Baġdādī, al-Umawī, al-Qurašī",281,3918,"عبد الله بن حمد المنصور :: دار السلف، الرياض - السعودية :: http://www.worldcat.org/oclc/4771232459",MARKDOWN :: CENT0300 :: AJZA :: HADITH :: IBNABIDUNYA :: TARAJIM :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@prose :: GAL@literature-arabic :: GAL@education-general :: GAL@literature-popular :: NOMAJORISSUES :: Shamela@كتب ابن أبي الدنيا :: born@IraqRE :: born@BAGHDAD443E333NS,pri,https://raw.githubusercontent.com/OpenITI/0300AH/master/data/0281IbnAbiDunya/0281IbnAbiDunya.FadailRamadan/0281IbnAbiDunya.FadailRamadan.Shamela0010799-ara1.mARkdown
,yes,,,Shia001145,yes,0381IbnBabawayh.FadailShica,"Ibn Babawayh :: Ibn Bābawayh, al-Šayḫ al-Ṣadūq :: Abū Ǧaʿfar Muḥammad b. ʿAlī b. al-Ḥusayn b. Mūsā b. Bābawayh al-Qummī",381,5722,,COMPLETED :: CENT0400 :: HADITH :: SHICI :: GAL@nodata :: EDITORIALSECTIONS :: Shia@مصادر الحديث الشيعية ـ قسم الفقه :: born@QUMM509E346NS :: born@KhurasanRE :: died@RAYY515E356NS :: visited@RAYY515E356NS :: visited@NAYSABUR587E361NS :: visited@SAMARQAND670E396NS :: visited@BALKH668E367NS :: visited@ASTARABADH544E367NS :: visited@HAMADHAN485E347NS :: visited@BAGHDAD443E333NS :: visited@KUFA443E320NS :: visited@MAKKA398E213NS :: visited@MADINA396E244NS,pri,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0381IbnBabawayh/0381IbnBabawayh.FadailShica/0381IbnBabawayh.FadailShica.Shia001145-ara1.completed
,Yes,,,Shamela0029892,yes,0463KhatibBaghdadi.DhikrJahrBiBasmala,"Khatib Baghdadi :: al-Ḫaṭīb al-Baġdādī :: Abū Bakr Aḥmad b. ʿAlī b. Ṯābit b. Aḥmad b. Mahdī al-Šāfiʿī, al-Baġdādī",463,5863,مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,CENT0500 :: HADITH :: MAKHTUTAT :: GAL@nodata :: Shamela@مخطوطات حديثية :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@BASRA477E304NS :: resided@KUFA443E320NS :: resided@NAYSABUR587E361NS :: resided@DIMASHQ363E335NS :: resided@SUR352E332NS :: visited@RAYY515E356NS :: visited@ISBAHAN516E326NS :: visited@HAMADHAN485E347NS :: visited@DINAWAR474E346NS :: visited@NAHRAWAN445E334NS :: visited@MAKKA398E213NS :: visited@ŠāmRE,pri,https://raw.githubusercontent.com/OpenITI/0475AH/master/data/0463KhatibBaghdadi/0463KhatibBaghdadi.DhikrJahrBiBasmala/0463KhatibBaghdadi.DhikrJahrBiBasmala.Shamela0029892-ara1
,Yes,,,ShamAY0035232,yes,0412Sulami.Samac,Sulami,412,5870,علي عقلة عرسان,:: ShamAY@الأجزاء الحديثية - مرقم آليا :: born@KhurasanRE :: born@NAYSABUR587E361NS,pri,https://raw.githubusercontent.com/OpenITI/0425AH/master/data/0412Sulami/0412Sulami.Samac/0412Sulami.Samac.ShamAY0035232-ara1
,yes,,,Shamela0013140,yes,0327AbuBakrKharaiti.FadilatShukr,Abu Bakr Kharaiti,327,6181,"محمد مطيع الحافظ , د. عبد الكريم اليافي :: دار الفكر - دمشق",CENT0400 :: AJZA :: AKHLAQ :: HADITH :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@prose :: GAL@literature-arabic :: GAL@education-general :: GAL@literature-popular :: Shamela@الأجزاء الحديثية :: born@IraqRE :: born@SAMARRA438E342NS,pri,https://raw.githubusercontent.com/OpenITI/0350AH/master/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.FadilatShukr/0327AbuBakrKharaiti.FadilatShukr.Shamela0013140-ara1
,,Zuhd,,Shamela0000263,yes,0212IbnMusaQurashi.Zuhd,Ibn Musa Qurashi,212,6243,"أبو اسحق الحويني الأثري :: مكتبة التوعية الإسلامية لإحياء التراث الإسلامي، مكتبة الوعي الإسلامي",CENT0300 :: ADAB :: ADHKAR :: RAQAIQ :: GAL@nodata :: Shamela@الرقاق والآداب والأذكار :: born@ShamREAuto,pri,https://raw.githubusercontent.com/OpenITI/0225AH/master/data/0212IbnMusaQurashi/0212IbnMusaQurashi.Zuhd/0212IbnMusaQurashi.Zuhd.Shamela0000263-ara1
,Yes,,,ShamAY0038170,yes,0281IbnAbiDunya.FadlCashrDhiHijja,"Ibn Abi Dunya :: Ibn Abī al-Dunyā :: al-Ḥāfiẓ Abū Bakr ʿAbd Allāh b. Muḥammad b. ʿUbayd b. Sufyān b. Qays al-Baġdādī, al-Umawī, al-Qurašī",281,1751,"سعود بن عيد الصاعدي :: الأولى، 1433 ه :: الجمعية العلمية السعودية للسنة وعلومها، جامعة الإمام محمد بن سعود الإسلامية - الرياض",:: ShamAY@كتب ابن أبي الدنيا :: born@IraqRE :: born@BAGHDAD443E333NS,pri,https://raw.githubusercontent.com/OpenITI/0300AH/master/data/0281IbnAbiDunya/0281IbnAbiDunya.FadlCashrDhiHijja/0281IbnAbiDunya.FadlCashrDhiHijja.ShamAY0038170-ara1
,yes,,,Shia001139,yes,0381IbnBabawayh.SifatShica,"Ibn Babawayh :: Ibn Bābawayh, al-Šayḫ al-Ṣadūq :: Abū Ǧaʿfar Muḥammad b. ʿAlī b. al-Ḥusayn b. Mūsā b. Bābawayh al-Qummī",381,6434,,COMPLETED :: CENT0400 :: HADITH :: SHICI :: GAL@period-classical :: GAL@literature-islamic :: GAL@imamis :: GAL@shia :: GAL@0750-1000CE :: GAL@literature-arabic :: GAL@fiqh :: EDITORIALSECTIONS :: Shia@مصادر الحديث الشيعية ـ قسم الفقه :: born@QUMM509E346NS :: born@KhurasanRE :: died@RAYY515E356NS :: visited@RAYY515E356NS :: visited@NAYSABUR587E361NS :: visited@SAMARQAND670E396NS :: visited@BALKH668E367NS :: visited@ASTARABADH544E367NS :: visited@HAMADHAN485E347NS :: visited@BAGHDAD443E333NS :: visited@KUFA443E320NS :: visited@MAKKA398E213NS :: visited@MADINA396E244NS,pri,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0381IbnBabawayh/0381IbnBabawayh.SifatShica/0381IbnBabawayh.SifatShica.Shia001139-ara1.completed
,Yes,,,Shia002161,yes,0463KhatibBaghdadi.HadithSittaMinTabicin,"Khatib Baghdadi :: al-Ḫaṭīb al-Baġdādī :: Abū Bakr Aḥmad b. ʿAlī b. Ṯābit b. Aḥmad b. Mahdī al-Šāfiʿī, al-Baġdādī",463,6460,محمد رزق طرهوني :: 1412,CENT0500 :: HADITH :: SUNNI :: GAL@nodata :: Shia@مصادر الحديث السنية ـ القسم العام :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@BASRA477E304NS :: resided@KUFA443E320NS :: resided@NAYSABUR587E361NS :: resided@DIMASHQ363E335NS :: resided@SUR352E332NS :: visited@RAYY515E356NS :: visited@ISBAHAN516E326NS :: visited@HAMADHAN485E347NS :: visited@DINAWAR474E346NS :: visited@NAHRAWAN445E334NS :: visited@MAKKA398E213NS :: visited@ŠāmRE,pri,https://raw.githubusercontent.com/OpenITI/0475AH/master/data/0463KhatibBaghdadi/0463KhatibBaghdadi.HadithSittaMinTabicin/0463KhatibBaghdadi.HadithSittaMinTabicin.Shia002161-ara1
,Yes,,,JK000275,yes,0463KhatibBaghdadi.IhtijajBiShafici,"Khatib Baghdadi :: al-Ḫaṭīb al-Baġdādī :: Abū Bakr Aḥmad b. ʿAlī b. Ṯābit b. Aḥmad b. Mahdī al-Šāfiʿī, al-Baġdādī",463,6856,خليل إبراهيم ملا خاطر :: باكستان :: المكتبة الأثرية,CENT0500 :: FIQH :: MASAIL :: QAWACID :: USUL :: USULIYYA :: GAL@historiography :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@history :: GAL@iraq :: GAL@history-local :: GAL@literature-arabic :: GAL@baghdad :: GAL@period-postclassical :: JK@كتب أصول الفقه الإسلامي :: JK@مسائل أصولية :: JK@مسائل فقهية وأصولية :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@BASRA477E304NS :: resided@KUFA443E320NS :: resided@NAYSABUR587E361NS :: resided@DIMASHQ363E335NS :: resided@SUR352E332NS :: visited@RAYY515E356NS :: visited@ISBAHAN516E326NS :: visited@HAMADHAN485E347NS :: visited@DINAWAR474E346NS :: visited@NAHRAWAN445E334NS :: visited@MAKKA398E213NS :: visited@ŠāmRE,pri,https://raw.githubusercontent.com/OpenITI/0475AH/master/data/0463KhatibBaghdadi/0463KhatibBaghdadi.IhtijajBiShafici/0463KhatibBaghdadi.IhtijajBiShafici.JK000275-ara1
